receiveTime,cpm,cpmError
2015-11-20 09:22:06,2.0,0.632456
2015-11-20 09:27:07,2.2,0.663325
2015-11-20 09:32:07,3.8,0.87178
2015-11-20 09:37:08,2.6,0.72111
2015-11-20 09:42:09,2.0,0.632456
2015-11-20 09:47:09,2.0,0.632456
2015-11-20 09:52:10,3.6,0.848528
2015-11-20 09:57:10,2.2,0.663325
2015-11-20 10:02:10,2.8,0.748331
2015-11-20 10:07:11,2.4,0.69282
2015-11-20 10:12:12,3.0,0.774597
2015-11-20 10:17:12,2.0,0.632456
2015-11-20 10:22:13,2.8,0.748331
2015-11-20 10:27:13,3.0,0.774597
2015-11-20 10:32:14,4.0,0.894427
2015-11-20 10:37:14,1.4,0.52915
2015-11-20 10:42:15,1.6,0.565685
2015-11-20 10:47:15,2.0,0.632456
2015-11-20 10:52:16,3.2,0.8
2015-11-20 10:57:16,2.6,0.72111
2015-11-20 11:02:06,1.2,0.489898
2015-11-20 11:07:07,2.0,0.632456
2015-11-20 11:12:08,3.2,0.8
2015-11-20 11:17:08,3.2,0.8
2015-11-20 11:22:09,2.6,0.72111
2015-11-20 11:27:09,2.6,0.72111
2015-11-20 11:32:10,3.2,0.8
2015-11-20 11:37:10,4.0,0.894427
2015-11-20 11:42:11,1.4,0.52915
2015-11-20 11:47:11,2.2,0.663325
2015-11-20 11:52:12,2.2,0.663325
2015-11-20 11:57:12,3.0,0.774597
2015-11-20 12:02:13,3.4,0.824621
2015-11-20 12:07:13,3.4,0.824621
2015-11-20 12:12:14,3.4,0.824621
2015-11-20 12:17:14,3.2,0.8
2015-11-20 12:22:15,1.8,0.6
2015-11-20 12:27:15,2.8,0.748331
2015-11-20 12:32:16,3.6,0.848528
2015-11-20 12:37:06,2.2,0.663325
2015-11-20 12:42:07,2.2,0.663325
2015-11-20 12:47:07,2.6,0.72111
2015-11-20 12:52:08,1.6,0.565685
2015-11-20 12:57:08,2.0,0.632456
2015-11-20 13:02:09,2.6,0.72111
2015-11-20 13:07:09,3.0,0.774597
2015-11-20 13:12:10,3.0,0.774597
2015-11-20 13:17:10,2.4,0.69282
2015-11-20 13:22:11,2.0,0.632456
2015-11-20 13:27:11,2.8,0.748331
2015-11-20 13:32:12,2.0,0.632456
2015-11-20 13:37:12,2.0,0.632456
2015-11-20 13:42:13,3.0,0.774597
2015-11-20 13:47:14,3.6,0.848528
2015-11-20 13:52:14,2.8,0.748331
2015-11-20 13:57:15,2.0,0.632456
2015-11-20 14:02:15,3.4,0.824621
2015-11-20 14:07:16,1.6,0.565685
2015-11-20 14:12:06,3.2,0.8
2015-11-20 14:17:07,3.4,0.824621
2015-11-20 14:22:07,2.4,0.69282
2015-11-20 14:27:08,1.8,0.6
